  -7.0000000000000000       -3.7900871026810781E-010
  -6.9993134000000001       -3.8008597393658610E-010
  -6.9986268000000003       -3.8116630994845852E-010
  -6.9979402000000004       -3.8224972703176007E-010
  -6.9972535999999996       -3.8333623393940207E-010
  -6.9965669999999998       -3.8442583944924290E-010
  -6.9958803999999999       -3.8551855236415827E-010
  -6.9951938000000000       -3.8661438151211288E-010
  -6.9945072000000001       -3.8771333574623098E-010
  -6.9938206000000003       -3.8881542394486857E-010
  -6.9931340000000004       -3.8992065501168429E-010
  -6.9924473999999996       -3.9102903787571169E-010
  -6.9917607999999998       -3.9214058149143105E-010
  -6.9910741999999999       -3.9325529483884182E-010
  -6.9903876000000000       -3.9437318692353492E-010
  -6.9897010000000002       -3.9549426677676521E-010
  -6.9890144000000003       -3.9661854345552471E-010
  -6.9883278000000004       -3.9774602604261564E-010
  -6.9876411999999997       -3.9887672364672312E-010
  -6.9869545999999998       -4.0001064540248967E-010
  -6.9862679999999999       -4.0114780047058773E-010
  -6.9855814000000001       -4.0228819803779447E-010
  -6.9848948000000002       -4.0343184731706537E-010
  -6.9842082000000003       -4.0457875754760901E-010
  -6.9835216000000004       -4.0572893799496092E-010
  -6.9828349999999997       -4.0688239795105918E-010
  -6.9821483999999998       -4.0803914673431856E-010
  -6.9814617999999999       -4.0919919368970628E-010
  -6.9807752000000001       -4.1036254818881707E-010
  -6.9800886000000002       -4.1152921962994877E-010
  -6.9794020000000003       -4.1269921743817844E-010
  -6.9787153999999996       -4.1387255106543817E-010
  -6.9780287999999997       -4.1504922999059114E-010
  -6.9773421999999998       -4.1622926371950849E-010
  -6.9766556000000000       -4.1741266178514574E-010
  -6.9759690000000001       -4.1859943374761970E-010
  -6.9752824000000002       -4.1978958919428575E-010
  -6.9745958000000003       -4.2098313773981480E-010
  -6.9739091999999996       -4.2218008902627154E-010
  -6.9732225999999997       -4.2338045272319141E-010
  -6.9725359999999998       -4.2458423852765906E-010
  -6.9718494000000000       -4.2579145616438663E-010
  -6.9711628000000001       -4.2700211538579185E-010
  -6.9704762000000002       -4.2821622597207715E-010
  -6.9697896000000004       -4.2943379773130803E-010
  -6.9691029999999996       -4.3065484049949261E-010
  -6.9684163999999997       -4.3187936414066091E-010
  -6.9677297999999999       -4.3310737854694412E-010
  -6.9670432000000000       -4.3433889363865480E-010
  -6.9663566000000001       -4.3557391936436641E-010
  -6.9656700000000003       -4.3681246570099414E-010
  -6.9649834000000004       -4.3805454265387511E-010
  -6.9642967999999996       -4.3930016025684864E-010
  -6.9636101999999998       -4.4054932857233802E-010
  -6.9629235999999999       -4.4180205769143108E-010
  -6.9622370000000000       -4.4305835773396188E-010
  -6.9615504000000001       -4.4431823884859203E-010
  -6.9608638000000003       -4.4558171121289291E-010
  -6.9601772000000004       -4.4684878503342748E-010
  -6.9594905999999996       -4.4811947054583272E-010
  -6.9588039999999998       -4.4939377801490226E-010
  -6.9581173999999999       -4.5067171773466928E-010
  -6.9574308000000000       -4.5195330002848892E-010
  -6.9567442000000002       -4.5323853524912231E-010
  -6.9560576000000003       -4.5452743377881985E-010
  -6.9553710000000004       -4.5582000602940451E-010
  -6.9546843999999997       -4.5711626244235654E-010
  -6.9539977999999998       -4.5841621348889705E-010
  -6.9533111999999999       -4.5971986967007274E-010
  -6.9526246000000000       -4.6102724151684076E-010
  -6.9519380000000002       -4.6233833959015349E-010
  -6.9512514000000003       -4.6365317448104356E-010
  -6.9505648000000004       -4.6497175681070943E-010
  -6.9498781999999997       -4.6629409723060108E-010
  -6.9491915999999998       -4.6762020642250608E-010
  -6.9485049999999999       -4.6895009509863553E-010
  -6.9478184000000001       -4.7028377400170996E-010
  -6.9471318000000002       -4.7162125390504735E-010
  -6.9464452000000003       -4.7296254561264869E-010
  -6.9457585999999996       -4.7430765995928566E-010
  -6.9450719999999997       -4.7565660781058794E-010
  -6.9443853999999998       -4.7700940006313115E-010
  -6.9436987999999999       -4.7836604764452406E-010
  -6.9430122000000001       -4.7972656151349768E-010
  -6.9423256000000002       -4.8109095265999254E-010
  -6.9416390000000003       -4.8245923210524816E-010
  -6.9409523999999996       -4.8383141090189172E-010
  -6.9402657999999997       -4.8520750013402699E-010
  -6.9395791999999998       -4.8658751091732411E-010
  -6.9388926000000000       -4.8797145439910890E-010
  -6.9382060000000001       -4.8935934175845271E-010
  -6.9375194000000002       -4.9075118420626312E-010
  -6.9368328000000004       -4.9214699298537386E-010
  -6.9361461999999996       -4.9354677937063554E-010
  -6.9354595999999997       -4.9495055466900680E-010
  -6.9347729999999999       -4.9635833021964513E-010
  -6.9340864000000000       -4.9777011739399896E-010
  -6.9333998000000001       -4.9918592759589868E-010
  -6.9327132000000002       -5.0060577226164918E-010
  -6.9320266000000004       -5.0202966286012142E-010
  -6.9313399999999996       -5.0345761089284566E-010
  -6.9306533999999997       -5.0488962789410384E-010
  -6.9299667999999999       -5.0632572543102276E-010
  -6.9292802000000000       -5.0776591510366672E-010
  -6.9285936000000001       -5.0921020854513235E-010
  -6.9279070000000003       -5.1065861742164125E-010
  -6.9272204000000004       -5.1211115343263458E-010
  -6.9265337999999996       -5.1356782831086738E-010
  -6.9258471999999998       -5.1502865382250326E-010
  -6.9251605999999999       -5.1649364176720916E-010
  -6.9244740000000000       -5.1796280397825061E-010
  -6.9237874000000001       -5.1943615232258691E-010
  -6.9231008000000003       -5.2091369870096719E-010
  -6.9224142000000004       -5.2239545504802620E-010
  -6.9217275999999996       -5.2388143333238076E-010
  -6.9210409999999998       -5.2537164555672585E-010
