   6.9999999999999996E-010  -0.0000000000000000     
   1.0800699929999999E-005  -2.6205937562483288E-005
   2.1600699860000000E-005  -5.2411875124966576E-005
   3.2400699790000003E-005  -1.7830228643381119E-004
   4.3200699719999999E-005  -3.2700849973116259E-004
   5.4000699649999995E-005  -4.9462041199971958E-004
   6.4800699579999998E-005  -6.7426275574422557E-004
   7.5600699509999994E-005  -8.6167646349110500E-004
   8.6400699439999991E-005  -1.0542797596396871E-003
   9.7200699369999987E-005  -1.2504644914953179E-003
   1.0800069929999998E-004  -1.4491942361319554E-003
   1.1880069922999999E-004  -1.6497787197313450E-003
   1.2960069916000000E-004  -1.8517442949057506E-003
   1.4040069909000000E-004  -2.0547572024152069E-003
   1.5120069901999999E-004  -2.2585766317152972E-003
   1.6200069894999999E-004  -2.4630251343403203E-003
   1.7280069887999999E-004  -2.6679694563184540E-003
   1.8360069880999998E-004  -2.8733078083556813E-003
   1.9440069873999998E-004  -3.0789612199909398E-003
   2.0520069866999997E-004  -3.2848675474896750E-003
   2.1600069859999997E-004  -3.4909772441922590E-003
   2.2680069852999999E-004  -3.6972503248711140E-003
   2.3760069845999999E-004  -3.9036541537757295E-003
   2.4840069838999999E-004  -4.1101618103812519E-003
   2.5920069832000004E-004  -4.3167508665075847E-003
   2.7000069825000003E-004  -4.5234024604775902E-003
   2.8080069818000003E-004  -4.7301005885318787E-003
   2.9160069811000002E-004  -4.9368315570449363E-003
   3.0240069804000002E-004  -5.1435835550751319E-003
   3.1320069797000002E-004  -5.3503463178916529E-003
   3.2400069790000001E-004  -5.5571108599428189E-003
   3.3480069783000001E-004  -5.7638692613027065E-003
   3.4560069776000000E-004  -5.9706144956480417E-003
   3.5640069769000000E-004  -6.1773402907407179E-003
   3.6720069762000000E-004  -6.3840410145408893E-003
   3.7800069754999999E-004  -6.5907115816709059E-003
   3.8880069747999999E-004  -6.7973473761446914E-003
   3.9960069740999999E-004  -7.0039441871785225E-003
   4.1040069733999998E-004  -7.2104981555849755E-003
   4.2120069726999998E-004  -7.4170057287771202E-003
   4.3200069719999997E-004  -7.6234636228155123E-003
   4.4280069713000002E-004  -7.8298687902453867E-003
   4.5360069706000002E-004  -8.0362183927175507E-003
   4.6440069699000002E-004  -8.2425097775799625E-003
   4.7520069692000001E-004  -8.4487404577799612E-003
   4.8600069685000001E-004  -8.6549080945387720E-003
   4.9680069677999995E-004  -8.8610104823570596E-003
   5.0760069671000000E-004  -9.0670455359883849E-003
   5.1840069664000005E-004  -9.2730112790804023E-003
   5.2920069656999999E-004  -9.4789058342346494E-003
   5.4000069650000004E-004  -9.6847274142773821E-003
   5.5080069642999998E-004  -9.8904743145678559E-003
   5.6160069636000003E-004  -1.0096144906198314E-002
   5.7240069628999998E-004  -1.0301737629963016E-002
   5.8320069622000003E-004  -1.0507250990992473E-002
   5.9400069614999997E-004  -1.0712683553965053E-002
   6.0480069608000002E-004  -1.0918033938821001E-002
   6.1560069600999996E-004  -1.1123300816915161E-002
   6.2640069594000001E-004  -1.1328482907553651E-002
   6.3720069586999995E-004  -1.1533578974867684E-002
   6.4800069580000000E-004  -1.1738587824984091E-002
   6.5880069572999995E-004  -1.1943508303457792E-002
   6.6960069566000000E-004  -1.2148339292935980E-002
   6.8040069558999994E-004  -1.2353079711027939E-002
   6.9120069551999999E-004  -1.2557728508357680E-002
   7.0200069545000004E-004  -1.2762284666779604E-002
   7.1280069537999998E-004  -1.2966747197739796E-002
   7.2360069531000003E-004  -1.3171115140767811E-002
   7.3440069523999997E-004  -1.3375387562085556E-002
   7.4520069517000002E-004  -1.3579563553321560E-002
   7.5600069509999996E-004  -1.3783642230320237E-002
   7.6680069503000001E-004  -1.3987622732037016E-002
   7.7760069495999996E-004  -1.4191504219511182E-002
   7.8840069489000001E-004  -1.4395285874909272E-002
   7.9920069481999995E-004  -1.4598966900632560E-002
   8.1000069475000000E-004  -1.4802546518482975E-002
   8.2080069467999994E-004  -1.5006023968882303E-002
   8.3160069460999999E-004  -1.5209398510140143E-002
   8.4240069453999993E-004  -1.5412669417766473E-002
   8.5320069446999998E-004  -1.5615835983825242E-002
   8.6400069439999993E-004  -1.5818897516325564E-002
   8.7480069432999998E-004  -1.6021853338647630E-002
   8.8560069426000003E-004  -1.6224702789000560E-002
   8.9640069418999997E-004  -1.6427445219909863E-002
   9.0720069412000002E-004  -1.6630079997732198E-002
   9.1800069404999996E-004  -1.6832606502195466E-002
   9.2880069398000001E-004  -1.7035024125962452E-002
   9.3960069390999995E-004  -1.7237332274216303E-002
   9.5040069384000000E-004  -1.7439530364266358E-002
   9.6120069376999994E-004  -1.7641617825172953E-002
   9.7200069369999999E-004  -1.7843594097389896E-002
   9.8280069363000004E-004  -1.8045458632423541E-002
   9.9360069355999988E-004  -1.8247210892507290E-002
   1.0044006934899999E-003  -1.8448850350290636E-002
   1.0152006934200000E-003  -1.8650376488541811E-002
   1.0260006933500000E-003  -1.8851788799863177E-002
   1.0368006932800001E-003  -1.9053086786418719E-002
   1.0476006932099999E-003  -1.9254269959672752E-002
   1.0584006931400000E-003  -1.9455337840139378E-002
   1.0692006930700000E-003  -1.9656289957141946E-002
   1.0800006930000001E-003  -1.9857125848582013E-002
   1.0908006929299999E-003  -2.0057845060717332E-002
   1.1016006928599999E-003  -2.0258447147948253E-002
   1.1124006927900000E-003  -2.0458931672612268E-002
   1.1232006927200000E-003  -2.0659298204786101E-002
   1.1340006926499999E-003  -2.0859546322095052E-002
   1.1448006925799999E-003  -2.1059675609529243E-002
   1.1556006925100000E-003  -2.1259685659266371E-002
   1.1664006924400000E-003  -2.1459576070500662E-002
   1.1772006923699999E-003  -2.1659346449277746E-002
   1.1880006922999999E-003  -2.1858996408335156E-002
   1.1988006922300000E-003  -2.2058525566948227E-002
   1.2096006921600000E-003  -2.2257933550781053E-002
   1.2204006920900001E-003  -2.2457219991742380E-002
   1.2312006920199999E-003  -2.2656384527846168E-002
   1.2420006919500000E-003  -2.2855426803076586E-002
   1.2528006918800000E-003  -2.3054346467257299E-002
   1.2636006918100001E-003  -2.3253143175924824E-002
   1.2744006917399999E-003  -2.3451816590205812E-002
   1.2852006916699999E-003  -2.3650366376698092E-002
   1.2960006916000000E-003  -2.3848792207355252E-002
   1.3068006915300000E-003  -2.4047093759374728E-002
   1.3176006914599999E-003  -2.4245270715089189E-002
   1.3284006913899999E-003  -2.4443322761861074E-002
