   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   1.00000005E-03  0.148549497       2.23062956E-03  -1.00753605E-02   1.18160890E-02   6.19860329E-02   3.37714213E-03  -4.36615106E-03  -1.69254467E-02   3.82123552E-02   7.41394004E-03  -5.32855093E-03   2.72974595E-02   2.10234579E-02   6.32776646E-03  -8.64043925E-03   1.40141761E-02
   2.00000009E-03  0.296920240       4.45491681E-03  -2.01213695E-02   2.35976409E-02  0.123804435       6.74463483E-03  -8.71978607E-03  -3.38011272E-02   7.63138831E-02   1.48064140E-02  -1.06417723E-02   5.45146614E-02   4.19849977E-02   1.26372660E-02  -1.72557812E-02   2.79872660E-02
   3.00000003E-03  0.444933712       6.66653924E-03  -3.01087592E-02   3.53102274E-02  0.185287938       1.00928675E-02  -1.30484197E-02  -5.05774207E-02  0.114194013       2.21560225E-02  -1.59243811E-02   8.15715194E-02   6.28228560E-02   1.89103000E-02  -2.58210115E-02   4.18783054E-02
   4.00000019E-03  0.592412174       8.85920785E-03  -4.00084108E-02   4.69195992E-02  0.246269986       1.34122744E-02  -1.73396319E-02  -6.72049969E-02  0.151742786       2.94414721E-02  -2.11611595E-02  0.108388491       8.34756494E-02   2.51287334E-02  -3.43112424E-02   5.56465387E-02
   4.99999989E-03  0.739178240       1.10266963E-02  -4.97914925E-02   5.83918206E-02  0.306584835       1.66933704E-02  -2.15811245E-02  -8.36349130E-02  0.188851029       3.66416611E-02  -2.63370518E-02  0.134886548      0.103882477       3.12746428E-02  -4.27018031E-02   6.92515969E-02
   6.00000005E-03  0.885056257       1.31628187E-02  -5.94294630E-02   6.96933270E-02  0.366068333       1.99267659E-02  -2.57607400E-02  -9.98188034E-02  0.225410700       4.37357500E-02  -3.14371847E-02  0.160987616      0.123983130       3.73302698E-02  -5.09683155E-02   8.26535374E-02
   7.00000022E-03   1.02987158       1.52615188E-02  -6.88942298E-02   8.07910413E-02  0.424557835       2.31032558E-02  -2.98664756E-02 -0.115708999      0.261315256       5.07031605E-02  -3.64468098E-02  0.186614707      0.143718272       4.32780981E-02  -5.90867549E-02   9.58130211E-02
   8.00000038E-03   1.17345142       1.73168052E-02  -7.81581551E-02   9.16524678E-02  0.481892675       2.62137167E-02  -3.38865444E-02 -0.131258681      0.296459526       5.75237162E-02  -4.13515568E-02  0.211691990      0.163029552       4.91009802E-02  -6.70334920E-02  0.108691365    
   8.99999961E-03   1.31562448       1.93228349E-02  -8.71941969E-02  0.102245778      0.537914515       2.92492844E-02  -3.78093980E-02 -0.146421894      0.330740571       6.41776100E-02  -4.61372584E-02  0.236145303      0.181859821       5.47820553E-02  -7.47854188E-02  0.121250682    
   9.99999978E-03   1.45622230       2.12739483E-02  -9.59759876E-02  0.112539992      0.592467725       3.22012678E-02  -4.16238010E-02 -0.161153927      0.364057600       7.06455633E-02  -5.07901534E-02  0.259902030      0.200153276       6.03049137E-02  -8.23199749E-02  0.133454099    
   1.09999999E-02   1.59507883       2.31644940E-02 -0.104477823      0.122504771      0.645399511       3.50611992E-02  -4.53187637E-02 -0.175411150      0.396312028       7.69087821E-02  -5.52968122E-02  0.282891631      0.217855573       6.56535700E-02  -8.96152109E-02  0.145265549    
   1.20000001E-02   1.73203015       2.49891728E-02 -0.112674832      0.132110938      0.696560323       3.78209427E-02  -4.88837212E-02 -0.189151272      0.427408308       8.29490721E-02  -5.96442819E-02  0.305045396      0.234914050       7.08125681E-02  -9.66498032E-02  0.156650275    
