   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   1.00000005E-03  0.105487250       3.33126797E-03   1.67493075E-02  -1.21475626E-02   9.65953842E-02   4.83567780E-03   6.49776906E-02   6.18220633E-03   2.46554203E-02   7.50717521E-03   4.33398820E-02   8.89402255E-03   3.15996893E-02   2.00612638E-02  -1.04139140E-02   1.42040662E-02
   2.00000009E-03  0.210888341       6.65334240E-03   3.34522389E-02  -2.42613684E-02  0.193026677       9.65796411E-03  0.129807130       1.23472624E-02   4.92434613E-02   1.49934981E-02   8.65684971E-02   1.77633241E-02   6.31145760E-02   4.00672331E-02  -2.07988750E-02   2.83687040E-02
   3.00000003E-03  0.316117257       9.95704904E-03   5.00625484E-02  -3.63077484E-02  0.289130121       1.44535052E-02  0.194340348       1.84780583E-02   7.36969262E-02   2.24381760E-02  0.129574820       2.65832487E-02   9.44600925E-02   5.99627532E-02  -3.11260056E-02   4.24546115E-02
   4.00000019E-03  0.421088129       1.32332547E-02   6.65342286E-02  -4.82532308E-02  0.384742409       1.92090198E-02  0.258430123       2.45575849E-02   9.79489833E-02   2.98205037E-02  0.172248438       3.53292711E-02  0.125552103       7.96929821E-02  -4.13665995E-02   5.64226732E-02
   4.99999989E-03  0.525715411       1.64729431E-02   8.28216746E-02  -6.00645989E-02  0.479701102       2.39113402E-02  0.321929932       3.05689685E-02  0.121933319       3.71199995E-02  0.214479640       4.39770855E-02  0.156307116       9.92035344E-02  -5.14921844E-02   7.02341124E-02
   6.00000005E-03  0.629914105       1.96671225E-02   9.88797843E-02  -7.17090443E-02  0.573844850       2.85474379E-02  0.384694785       3.64955626E-02  0.145584330       4.43163961E-02  0.256159842       5.25026470E-02  0.186642513      0.118440546      -6.14745840E-02   8.38505998E-02
   7.00000022E-03  0.733599603       2.28070170E-02  0.114664033      -8.31541792E-02  0.667013645       3.31044979E-02  0.446581095       4.23208624E-02  0.168837324       5.13896383E-02  0.297181904       6.08822219E-02  0.216476768      0.137351006      -7.12860599E-02   9.72342938E-02
   8.00000038E-03  0.836687684       2.58839093E-02  0.130130678      -9.43681821E-02  0.759048879       3.75698321E-02  0.507447183       4.80287373E-02  0.191628695       5.83201051E-02  0.337440044       6.90925345E-02  0.245729655      0.155882701      -8.08993131E-02  0.110348068    
   8.99999961E-03  0.939095497       2.88893320E-02  0.145236820     -0.105319828      0.849794149       4.19311412E-02  0.567153394       5.36033213E-02  0.213895917       6.50885403E-02  0.376830488       7.71107674E-02  0.274322391      0.173984468      -9.02875736E-02  0.123155408    
   9.99999978E-03   1.04074037       3.18150222E-02  0.159940690     -0.115978710      0.939094841       4.61763069E-02  0.625562727       5.90291582E-02  0.235578105       7.16761351E-02  0.415251672       8.49145651E-02  0.302178055      0.191606358      -9.94247347E-02  0.135620818    
   1.09999999E-02   1.14154124       3.46527919E-02  0.174201369     -0.126315147       1.02679896       5.02935685E-02  0.682540894       6.42911643E-02  0.256615698       7.80645460E-02  0.452604115       9.24822465E-02  0.329221427      0.208699584     -0.108285382      0.147709563    
   1.20000001E-02   1.24141693       3.73948961E-02  0.187979296     -0.136300340       1.11275721       5.42714968E-02  0.737956583       6.93747774E-02  0.276950955       8.42360482E-02  0.488791138       9.97927412E-02  0.355379462      0.225216955     -0.116844803      0.159388080    
   1.30000003E-02   1.34028888       4.00336906E-02  0.201236218     -0.145906508       1.19682252       5.80990873E-02  0.791681826       7.42657930E-02  0.296528041       9.01734158E-02  0.523718953      0.106825717      0.380581528      0.241112649     -0.125079229      0.170623824    
   1.40000004E-02   1.43807864       4.25619483E-02  0.213935301     -0.155106902       1.27885151       6.17657490E-02  0.843592227       7.89506808E-02  0.315293103       9.58601609E-02  0.557296515      0.113561466      0.404759288      0.256342769     -0.132965595      0.181385562    
   1.49999997E-02   1.53470898       4.49725688E-02  0.226041183     -0.163875803       1.35870433       6.52612448E-02  0.893567264       8.34163800E-02  0.333194375      0.101280451      0.589436352      0.119981445      0.427847147      0.270864993     -0.140482038      0.191643223    
   1.60000008E-02   1.63010526       4.72589955E-02  0.237520173     -0.172188848       1.43624413       6.85759187E-02  0.941490531       8.76504928E-02  0.350182623      0.106419191      0.620054424      0.126067534      0.449782431      0.284639031     -0.147607535      0.201368332    
